Term|Degree|Major|Course
Fall 2021|BS|BIO|AFA 204
Fall 2021|BS|BIO|AFA 304
Fall 2021|BS|BIO|ANT 100
Fall 2021|BS|BIO|ARH 110
Fall 2021|BS|BIO|BIO 111
Fall 2021|BS|BIO|BIO 113
Fall 2021|BS|BIO|BIO 135
Fall 2021|BS|BIO|BIO 167
Fall 2021|BS|BIO|BIO 168
Fall 2021|BS|BIO|BIO 301
Fall 2021|BS|BIO|BIO 326
Fall 2021|BS|BIO|BIO 327
Fall 2021|BS|BIO|BIO 405
Fall 2021|BS|BIO|BIO 406
Fall 2021|BS|BIO|BIO 408
Fall 2021|BS|BIO|BIO 423
Fall 2021|BS|BIO|BIO 433
Fall 2021|BS|BIO|BIO 456
Fall 2021|BS|BIO|BIO 467
Fall 2021|BS|BIO|BIO 477
Fall 2021|BS|BIO|BIO 487
Fall 2021|BS|BIO|BIO 491
Fall 2021|BS|BIO|BIO 496
Fall 2021|BS|BIO|BUS 110
Fall 2021|BS|BIO|BUS 115
Fall 2021|BS|BIO|BUS 250
Fall 2021|BS|BIO|CHM 220
Fall 2021|BS|BIO|CHM 260
Fall 2021|BS|BIO|CHM 261
Fall 2021|BS|BIO|CHM 262
Fall 2021|BS|BIO|CHM 263
Fall 2021|BS|BIO|CHM 330
Fall 2021|BS|BIO|CHM 331
Fall 2021|BS|BIO|CHM 332
Fall 2021|BS|BIO|CHM 333
Fall 2021|BS|BIO|CHM 350
Fall 2021|BS|BIO|CHM 367
Fall 2021|BS|BIO|CHM 450
Fall 2021|BS|BIO|CHM 468
Fall 2021|BS|BIO|COM 210
Fall 2021|BS|BIO|CSC 121
Fall 2021|BS|BIO|CSC 122
Fall 2021|BS|BIO|CSC 175
Fall 2021|BS|BIO|CSC 384
Fall 2021|BS|BIO|ECN 1XX
Fall 2021|BS|BIO|EDM 100
Fall 2021|BS|BIO|EDM 200
Fall 2021|BS|BIO|EDN 100
Fall 2021|BS|BIO|EDR 200
Fall 2021|BS|BIO|ENG 111
Fall 2021|BS|BIO|ENG 112
Fall 2021|BS|BIO|ENG 1XX
Fall 2021|BS|BIO|ENG 202
Fall 2021|BS|BIO|ENG 338
Fall 2021|BS|BIO|ESS 100
Fall 2021|BS|BIO|GER 111
Fall 2021|BS|BIO|GIS 452
Fall 2021|BS|BIO|HCR 107
Fall 2021|BS|BIO|HCR 117
Fall 2021|BS|BIO|HCR 300
Fall 2021|BS|BIO|HCR 362
Fall 2021|BS|BIO|HON 393
Fall 2021|BS|BIO|HON 498
Fall 2021|BS|BIO|IES 202
Fall 2021|BS|BIO|LIN 150
Fall 2021|BS|BIO|MKT 330
Fall 2021|BS|BIO|MTP 321
Fall 2021|BS|BIO|MUS 245
Fall 2021|BS|BIO|NSC 180
Fall 2021|BS|BIO|NSC 207
Fall 2021|BS|BIO|NSC 233
Fall 2021|BS|BIO|NUR XXX
Fall 2021|BS|BIO|PHL 101
Fall 2021|BS|BIO|PHL 168
Fall 2021|BS|BIO|PHY 143
Fall 2021|BS|BIO|PHY 145
Fall 2021|BS|BIO|PHY 243
Fall 2021|BS|BIO|POL 120
Fall 2021|BS|BIO|POL 190
Fall 2021|BS|BIO|POL 2XX
Fall 2021|BS|BIO|PSY 100
Fall 2021|BS|BIO|PSY 180
Fall 2021|BS|BIO|PSY 244
Fall 2021|BS|BIO|PSY 309
Fall 2021|BS|BIO|PSY 313
Fall 2021|BS|BIO|PSY 315
Fall 2021|BS|BIO|PSY 316
Fall 2021|BS|BIO|PSY 317
Fall 2021|BS|BIO|PSY 319
Fall 2021|BS|BIO|PSY 322
Fall 2021|BS|BIO|PSY 330
Fall 2021|BS|BIO|PSY 352
Fall 2021|BS|BIO|PSY 3XX
Fall 2021|BS|BIO|PSY 400
Fall 2021|BS|BIO|SAT 202
Fall 2021|BS|BIO|SCI 126
Fall 2021|BS|BIO|SOC 100
Fall 2021|BS|BIO|SOC 220
Fall 2021|BS|BIO|SPN 111
Fall 2021|BS|BIO|SPN 301
Fall 2021|BS|BIO|WGS 170
Fall 2021|BS|BIO|WGS 201
Fall 2021|BS|BIOC|ARH 215
Fall 2021|BS|BIOC|ARH 409
Fall 2021|BS|BIOC|ART 120
Fall 2021|BS|BIOC|BIO 167
Fall 2021|BS|BIOC|BIO 301
Fall 2021|BS|BIOC|BIO 326
Fall 2021|BS|BIOC|BIO 405
Fall 2021|BS|BIOC|BIO 406
Fall 2021|BS|BIOC|BIO 467
Fall 2021|BS|BIOC|CHM 263
Fall 2021|BS|BIOC|CHM 310
Fall 2021|BS|BIOC|CHM 331
Fall 2021|BS|BIOC|CHM 340
Fall 2021|BS|BIOC|CHM 341
Fall 2021|BS|BIOC|CHM 344
Fall 2021|BS|BIOC|CHM 366
Fall 2021|BS|BIOC|CHM 367
Fall 2021|BS|BIOC|CHM 450
Fall 2021|BS|BIOC|CHM 451
Fall 2021|BS|BIOC|CHM 468
Fall 2021|BS|BIOC|CHM 472
Fall 2021|BS|BIOC|CHM 499
Fall 2021|BS|BIOC|FRN 111
Fall 2021|BS|BIOC|HON 393
Fall 2021|BS|BIOC|HON 496
Fall 2021|BS|BIOC|PHY 145
Fall 2021|BS|BIOC|PSY 313
Fall 2021|BS|BIOC|PTP 201
Fall 2021|BS|BIOC|SPN 211
Fall 2021|BS|BIOM|ART 203
Fall 2021|BS|BIOM|BIO 113
Fall 2021|BS|BIOM|BIO 135
Fall 2021|BS|BIOM|BIO 168
Fall 2021|BS|BIOM|BIO 301
Fall 2021|BS|BIOM|BIO 326
Fall 2021|BS|BIOM|BIO 327
Fall 2021|BS|BIOM|BIO 405
Fall 2021|BS|BIOM|BIO 406
Fall 2021|BS|BIOM|BIO 467
Fall 2021|BS|BIOM|CHM 260
Fall 2021|BS|BIOM|CHM 261
Fall 2021|BS|BIOM|CHM 262
Fall 2021|BS|BIOM|CHM 263
Fall 2021|BS|BIOM|CHM 330
Fall 2021|BS|BIOM|CHM 331
Fall 2021|BS|BIOM|CHM 332
Fall 2021|BS|BIOM|CHM 333
Fall 2021|BS|BIOM|CHM 340
Fall 2021|BS|BIOM|CHM 341
Fall 2021|BS|BIOM|CHM 344
Fall 2021|BS|BIOM|CHM 350
Fall 2021|BS|BIOM|CHM 367
Fall 2021|BS|BIOM|CHM 450
Fall 2021|BS|BIOM|CHM 468
Fall 2021|BS|BIOM|CHM 472
Fall 2021|BS|BIOM|COM 170
Fall 2021|BS|BIOM|COM 210
Fall 2021|BS|BIOM|FRN 111
Fall 2021|BS|BIOM|HCR 101
Fall 2021|BS|BIOM|HCR 201
Fall 2021|BS|BIOM|HCR 304
Fall 2021|BS|BIOM|HCR 362
Fall 2021|BS|BIOM|HON 355
Fall 2021|BS|BIOM|HON 393
Fall 2021|BS|BIOM|HON 498
Fall 2021|BS|BIOM|NUR 369
Fall 2021|BS|BIOM|PHS 210
Fall 2021|BS|BIOM|PHY 110
Fall 2021|BS|BIOM|PHY 143
Fall 2021|BS|BIOM|PHY 145
Fall 2021|BS|BIOM|PSY 100
Fall 2021|BS|BIOM|PSY 316
Fall 2021|BS|BIOM|PSY 322
Fall 2021|BS|BIOM|PSY 343
Fall 2021|BS|BIOM|SOC 100
Fall 2021|BS|BIOM|WGS 167
Fall 2021|BS|BIOW|ART 126
Fall 2021|BS|BIOW|BIO 111
Fall 2021|BS|BIOW|BIO 135
Fall 2021|BS|BIOW|BIO 301
Fall 2021|BS|BIOW|BIO 326
Fall 2021|BS|BIOW|BIO 327
Fall 2021|BS|BIOW|BIO 408
Fall 2021|BS|BIOW|BIO 423
Fall 2021|BS|BIOW|BIO 456
Fall 2021|BS|BIOW|BIO 477
Fall 2021|BS|BIOW|BIO 487
Fall 2021|BS|BIOW|BIO 496
Fall 2021|BS|BIOW|CHM 220
Fall 2021|BS|BIOW|CHM 330
Fall 2021|BS|BIOW|CHM 468
Fall 2021|BS|BIOW|ENG 112
Fall 2021|BS|BIOW|ESS 100
Fall 2021|BS|BIOW|ESS 150
Fall 2021|BS|BIOW|FRN 111
Fall 2021|BS|BIOW|GIS 203
Fall 2021|BS|BIOW|GIS 452
Fall 2021|BS|BIOW|HCR 101
Fall 2021|BS|BIOW|HON 393
Fall 2021|BS|BIOW|PHY 143
Fall 2021|BS|BIOW|PSY 336
Fall 2021|BS|CHM|CHM 340
Fall 2021|BS|CHM|CHM 341
Fall 2021|BS|CHM|CHM 366
Fall 2021|BS|CHM|CHM 367
Fall 2021|BS|CHM|CHM 468
Fall 2021|BS|CHM|CHM 472
Fall 2021|BS|CHM|CHM 492
Fall 2021|BS|CHM|CHM 499
Fall 2021|BS|CHM|CHN 111
Fall 2021|BS|CIS|ART 126
Fall 2021|BS|CIS|CHN 111
Fall 2021|BS|CIS|CIS 173
Fall 2021|BS|CIS|CIS 200
Fall 2021|BS|CIS|CIS 263
Fall 2021|BS|CIS|CIS 314
Fall 2021|BS|CIS|CIS 350
Fall 2021|BS|CIS|CIS 360
Fall 2021|BS|CIS|CIS 483
Fall 2021|BS|CIS|CSC 175
Fall 2021|BS|CIS|CSC 275
Fall 2021|BS|CIS|CSC 310
Fall 2021|BS|CIS|CSC 325
Fall 2021|BS|CIS|CSC 335
Fall 2021|BS|CIS|CSC 355
Fall 2021|BS|CIS|CSC 370
Fall 2021|BS|CIS|CSC 375
Fall 2021|BS|CIS|CSC 377
Fall 2021|BS|CIS|CSC 382
Fall 2021|BS|CIS|CSC 383
Fall 2021|BS|CIS|CSC 384
Fall 2021|BS|CIS|DAN 102
Fall 2021|BS|CIS|ECN 201
Fall 2021|BS|CIS|ECN 202
Fall 2021|BS|CIS|ENG 112
Fall 2021|BS|CIS|ESS 150
Fall 2021|BS|CIS|HCR 101
Fall 2021|BS|CIS|HCR 119
Fall 2021|BS|CIS|HIS 112
Fall 2021|BS|CIS|INT 204
Fall 2021|BS|CIS|MGT 341
Fall 2021|BS|CIS|MKT 330
Fall 2021|BS|CIS|MTH 111
Fall 2021|BS|CIS|MTH 118
Fall 2021|BS|CIS|MTH 121
Fall 2021|BS|CIS|PHL 162
Fall 2021|BS|CIS|POL 230
Fall 2021|BS|CIS|SCI 125
Fall 2021|BS|CIS|SCM 211
Fall 2021|BS|CIS|SCM 313
Fall 2021|BS|CIS|SCM 371
Fall 2021|BS|CIS|SCM 381
Fall 2021|BS|CIS|SCM 391
Fall 2021|BS|CSC|ARB 111
Fall 2021|BS|CSC|ART 131
Fall 2021|BS|CSC|ART 141
Fall 2021|BS|CSC|ART 232
Fall 2021|BS|CSC|CIS 151
Fall 2021|BS|CSC|CIS 263
Fall 2021|BS|CSC|CIS 314
Fall 2021|BS|CSC|COM 200
Fall 2021|BS|CSC|COM 210
Fall 2021|BS|CSC|COM 338
Fall 2021|BS|CSC|CSC 127
Fall 2021|BS|CSC|CSC 230
Fall 2021|BS|CSC|CSC 267
Fall 2021|BS|CSC|CSC 275
Fall 2021|BS|CSC|CSC 276
Fall 2021|BS|CSC|CSC 310
Fall 2021|BS|CSC|CSC 325
Fall 2021|BS|CSC|CSC 335
Fall 2021|BS|CSC|CSC 355
Fall 2021|BS|CSC|CSC 365
Fall 2021|BS|CSC|CSC 370
Fall 2021|BS|CSC|CSC 375
Fall 2021|BS|CSC|CSC 377
Fall 2021|BS|CSC|CSC 381
Fall 2021|BS|CSC|CSC 382
Fall 2021|BS|CSC|CSC 383
Fall 2021|BS|CSC|CSC 384
Fall 2021|BS|CSC|CSC 391
Fall 2021|BS|CSC|CSC 430
Fall 2021|BS|CSC|CSC 483
Fall 2021|BS|CSC|DAN 102
Fall 2021|BS|CSC|ECN 201
Fall 2021|BS|CSC|ECN 202
Fall 2021|BS|CSC|ECN 315
Fall 2021|BS|CSC|FRN 111
Fall 2021|BS|CSC|GER 111
Fall 2021|BS|CSC|HCR 101
Fall 2021|BS|CSC|HCR 107
Fall 2021|BS|CSC|HCR 117
Fall 2021|BS|CSC|HCR 203
Fall 2021|BS|CSC|HCR 204
Fall 2021|BS|CSC|HON 251
Fall 2021|BS|CSC|HON 393
Fall 2021|BS|CSC|LIN 244
Fall 2021|BS|CSC|MTH 122
Fall 2021|BS|CSC|MTH 372
Fall 2021|BS|CSC|MUS 100
Fall 2021|BS|CSC|PHL 203
Fall 2021|BS|CSC|PHY 143
Fall 2021|BS|CSC|PHY 145
Fall 2021|BS|CSC|PHY 343
Fall 2021|BS|CSC|PSY 336
Fall 2021|BS|CSC|SOC 100
Fall 2021|BS|CSC|THE 100
Fall 2021|BS|CSC|THE 216
Fall 2021|BS|CSC|URP 111
Fall 2021|BS|CSC|URP 115
Fall 2021|BS|CSC|URP 140
Fall 2021|BS|CSC|WGS 201
Fall 2021|BS|DATA|BUS 115
Fall 2021|BS|DATA|BUS 250
Fall 2021|BS|DATA|ECN 201
Fall 2021|BS|DATA|HCR 204
Fall 2021|BS|DATA|SOC 100
Fall 2021|BS|ECHD|ANT 325
Fall 2021|BS|ECHD|ART 131
Fall 2021|BS|ECHD|CDR 432
Fall 2021|BS|ECHD|DAN 301
Fall 2021|BS|ECHD|ECE 233
Fall 2021|BS|ECHD|ECE 235
Fall 2021|BS|ECHD|ECE 240
Fall 2021|BS|ECHD|ECE 268
Fall 2021|BS|ECHD|ECE 341
Fall 2021|BS|ECHD|ECE 342
Fall 2021|BS|ECHD|ECE 343
Fall 2021|BS|ECHD|ECE 440
Fall 2021|BS|ECHD|ECE 468
Fall 2021|BS|ECHD|EDN 200
Fall 2021|BS|ECHD|EDR 200
Fall 2021|BS|ECHD|EDR 230
Fall 2021|BS|ECHD|HCR 101
Fall 2021|BS|ECHD|HCR 107
Fall 2021|BS|ECHD|HCR 203
Fall 2021|BS|ECHD|IES 100
Fall 2021|BS|ECHD|PSY 313
Fall 2021|BS|ECHD|PSY 319
Fall 2021|BS|ECHD|SAT 220
Fall 2021|BS|ECHD|SOC 100
Fall 2021|BS|ECHD|SOC 301
Fall 2021|BS|ECHD|WGS 167
Fall 2021|BS|ECHD|WGS 474
Fall 2021|BS|ECN|AST 120
Fall 2021|BS|ECN|CHN 111
Fall 2021|BS|ECN|CSC 122
Fall 2021|BS|ECN|ECN 360
Fall 2021|BS|ECN|ECN 391
Fall 2021|BS|ECN|ECN 499
Fall 2021|BS|ECN|HCR 101
Fall 2021|BS|ECN|HCR 203
Fall 2021|BS|ECN|HON 393
Fall 2021|BS|ECN|HON 496
Fall 2021|BS|ECN|HON 498
Fall 2021|BS|ECN|MTH 122
Fall 2021|BS|ECN|MTH 372
Fall 2021|BS|ECN|MTH 402
Fall 2021|BS|ECN|PHL 101
Fall 2021|BS|ECN|PHL 202
Fall 2021|BS|ECN|POL 261
Fall 2021|BS|ECN|POL 333
Fall 2021|BS|ECN|SOC 100
Fall 2021|BS|ECN|SOC 215
Fall 2021|BS|ECN|THE 100
Fall 2021|BS|ECN|URP 115
Fall 2021|BS|EEDN|EDM 330
Fall 2021|BS|EEDN|EDM 331
Fall 2021|BS|EEDN|EDN 360
Fall 2021|BS|EEDN|EDR 320
Fall 2021|BS|EEDN|EDT 201
Fall 2021|BS|EEDN|IES 380
Fall 2021|BS|EEDN|SST 302
Fall 2021|BS|EGR|COM 170
Fall 2021|BS|EGR|NUR XXX
Fall 2021|BS|ELED|ACC 201
Fall 2021|BS|ELED|ACC 3XX
Fall 2021|BS|ELED|ARH 409
Fall 2021|BS|ELED|ART 103
Fall 2021|BS|ELED|ART 120
Fall 2021|BS|ELED|ART 126
Fall 2021|BS|ELED|ART 130
Fall 2021|BS|ELED|BIO 103
Fall 2021|BS|ELED|BIO 113
Fall 2021|BS|ELED|BUS 110
Fall 2021|BS|ELED|BUS 2XX
Fall 2021|BS|ELED|CIS 128
Fall 2021|BS|ELED|COM 210
Fall 2021|BS|ELED|DAN 102
Fall 2021|BS|ELED|ECE 120
Fall 2021|BS|ELED|ECE 225
Fall 2021|BS|ELED|ECE 341
Fall 2021|BS|ELED|ECE 342
Fall 2021|BS|ELED|ECE 440
Fall 2021|BS|ELED|ECE 469
Fall 2021|BS|ELED|ECN 1XX
Fall 2021|BS|ELED|ECN 201
Fall 2021|BS|ELED|EDM 200
Fall 2021|BS|ELED|EDM 230
Fall 2021|BS|ELED|EDM 330
Fall 2021|BS|ELED|EDM 331
Fall 2021|BS|ELED|EDN 100
Fall 2021|BS|ELED|EDN 200
Fall 2021|BS|ELED|EDN 360
Fall 2021|BS|ELED|EDR 200
Fall 2021|BS|ELED|EDR 320
Fall 2021|BS|ELED|EDR 330
Fall 2021|BS|ELED|EDR 430
Fall 2021|BS|ELED|EDR 440
Fall 2021|BS|ELED|EDT 201
Fall 2021|BS|ELED|EIM 340
Fall 2021|BS|ELED|ENG 112
Fall 2021|BS|ELED|HCR 101
Fall 2021|BS|ELED|HCR 117
Fall 2021|BS|ELED|HCR 119
Fall 2021|BS|ELED|HIS 120
Fall 2021|BS|ELED|HIS 1XX
Fall 2021|BS|ELED|HIS 329
Fall 2021|BS|ELED|IES 100
Fall 2021|BS|ELED|IES 202
Fall 2021|BS|ELED|IES 220
Fall 2021|BS|ELED|IES 300
Fall 2021|BS|ELED|IES 350
Fall 2021|BS|ELED|IES 380
Fall 2021|BS|ELED|IES 462
Fall 2021|BS|ELED|IES 469
Fall 2021|BS|ELED|IES 499
Fall 2021|BS|ELED|MTH 109
Fall 2021|BS|ELED|NAT 1XX
Fall 2021|BS|ELED|PSY 100
Fall 2021|BS|ELED|PSY 2XX
Fall 2021|BS|ELED|PSY 315
Fall 2021|BS|ELED|SCI 126
Fall 2021|BS|ELED|SEC 341
Fall 2021|BS|ELED|SOC 1XX
Fall 2021|BS|ELED|SSC 1XX
Fall 2021|BS|ELED|SST 302
Fall 2021|BS|ENSS|BIO 111
Fall 2021|BS|ENSS|CHM 260
Fall 2021|BS|ENSS|CHM 261
Fall 2021|BS|ENSS|GIS 452
Fall 2021|BS|ENSS|PHS 420
Fall 2021|BS|ESP|GIS 452
Fall 2021|BS|ESP|SOC 215
Fall 2021|BS|HCAD|ACC 201
Fall 2021|BS|HCAD|AGE 350
Fall 2021|BS|HCAD|AGE 378
Fall 2021|BS|HCAD|ART 120
Fall 2021|BS|HCAD|ART 126
Fall 2021|BS|HCAD|BIO 113
Fall 2021|BS|HCAD|BIO 167
Fall 2021|BS|HCAD|BUS 110
Fall 2021|BS|HCAD|BUS 1XX
Fall 2021|BS|HCAD|BUS 2XX
Fall 2021|BS|HCAD|CIS 128
Fall 2021|BS|HCAD|ECN 202
Fall 2021|BS|HCAD|FIN 269
Fall 2021|BS|HCAD|HCR 101
Fall 2021|BS|HCAD|HCR 107
Fall 2021|BS|HCAD|HCR 119
Fall 2021|BS|HCAD|HCR 201
Fall 2021|BS|HCAD|HCR 203
Fall 2021|BS|HCAD|HCR 204
Fall 2021|BS|HCAD|HCR 300
Fall 2021|BS|HCAD|HCR 301
Fall 2021|BS|HCAD|HCR 304
Fall 2021|BS|HCAD|HCR 305
Fall 2021|BS|HCAD|HCR 362
Fall 2021|BS|HCAD|HCR 364
Fall 2021|BS|HCAD|HCR 368
Fall 2021|BS|HCAD|HCR 376
Fall 2021|BS|HCAD|HCR 377
Fall 2021|BS|HCAD|HCR 379
Fall 2021|BS|HCAD|HCR 380
Fall 2021|BS|HCAD|HCR 390
Fall 2021|BS|HCAD|HCR 410
Fall 2021|BS|HCAD|HCR 477
Fall 2021|BS|HCAD|HCR 478
Fall 2021|BS|HCAD|HCR 487
Fall 2021|BS|HCAD|HCR 490
Fall 2021|BS|HCAD|MGT 344
Fall 2021|BS|HCAD|MTH 111
Fall 2021|BS|HCAD|MTH 120
Fall 2021|BS|HCAD|MTP 321
Fall 2021|BS|HCAD|NSC 180
Fall 2021|BS|HCAD|NSC 207
Fall 2021|BS|HCAD|NSC 209
Fall 2021|BS|HCAD|NSC 233
Fall 2021|BS|HCAD|NUR 110
Fall 2021|BS|HCAD|NUR 202
Fall 2021|BS|HCAD|NUR 220
Fall 2021|BS|HCAD|NUR 369
Fall 2021|BS|HCAD|PHL 162
Fall 2021|BS|HCAD|PHL 168
Fall 2021|BS|HCAD|PHS 210
Fall 2021|BS|HCAD|PHS 315
Fall 2021|BS|HCAD|PHS 331
Fall 2021|BS|HCAD|PHS 347
Fall 2021|BS|HCAD|PHS 420
Fall 2021|BS|HCAD|RSP 1XX
Fall 2021|BS|HCAD|SOC 100
Fall 2021|BS|HCAD|SOC 359
Fall 2021|BS|HLSC|AGE 350
Fall 2021|BS|HLSC|ART 120
Fall 2021|BS|HLSC|ART 141
Fall 2021|BS|HLSC|BIO 111
Fall 2021|BS|HLSC|BIO 113
Fall 2021|BS|HLSC|BIO 135
Fall 2021|BS|HLSC|BIO 167
Fall 2021|BS|HLSC|BIO 168
Fall 2021|BS|HLSC|BIO 301
Fall 2021|BS|HLSC|BIO 326
Fall 2021|BS|HLSC|CHM 140
Fall 2021|BS|HLSC|CHM 150
Fall 2021|BS|HLSC|CHM 252
Fall 2021|BS|HLSC|CHM 253
Fall 2021|BS|HLSC|CHM 260
Fall 2021|BS|HLSC|CHM 261
Fall 2021|BS|HLSC|CHM 262
Fall 2021|BS|HLSC|CHM 263
Fall 2021|BS|HLSC|CHM 330
Fall 2021|BS|HLSC|CHM 331
Fall 2021|BS|HLSC|CHM 332
Fall 2021|BS|HLSC|CHM 333
Fall 2021|BS|HLSC|CHM 350
Fall 2021|BS|HLSC|CIS 128
Fall 2021|BS|HLSC|COM 210
Fall 2021|BS|HLSC|EDM 100
Fall 2021|BS|HLSC|EIM 340
Fall 2021|BS|HLSC|ENG 112
Fall 2021|BS|HLSC|FIN 269
Fall 2021|BS|HLSC|GIS 452
Fall 2021|BS|HLSC|HCR 117
Fall 2021|BS|HLSC|HCR 119
Fall 2021|BS|HLSC|HCR 201
Fall 2021|BS|HLSC|HCR 304
Fall 2021|BS|HLSC|HCR 362
Fall 2021|BS|HLSC|HCR 376
Fall 2021|BS|HLSC|HCR 379
Fall 2021|BS|HLSC|HON 393
Fall 2021|BS|HLSC|HON 498
Fall 2021|BS|HLSC|MGT 341
Fall 2021|BS|HLSC|MTH 111
Fall 2021|BS|HLSC|MTH 120
Fall 2021|BS|HLSC|MTP 321
Fall 2021|BS|HLSC|NSC 209
Fall 2021|BS|HLSC|PHL 168
Fall 2021|BS|HLSC|PHS 210
Fall 2021|BS|HLSC|PHS 315
Fall 2021|BS|HLSC|PHS 331
Fall 2021|BS|HLSC|PHS 347
Fall 2021|BS|HLSC|PHS 420
Fall 2021|BS|HLSC|PHY 110
Fall 2021|BS|HLSC|PHY 143
Fall 2021|BS|HLSC|PHY 145
Fall 2021|BS|HLSC|POL 120
Fall 2021|BS|HLSC|PSY 309
Fall 2021|BS|HLSC|PSY 313
Fall 2021|BS|HLSC|PSY 317
Fall 2021|BS|HLSC|PSY 336
Fall 2021|BS|HLSC|PSY 392
Fall 2021|BS|HLSC|PTP 201
Fall 2021|BS|HLSC|SOC 100
Fall 2021|BS|HLSC|SPN 211
Fall 2021|BS|IST|AST 120
Fall 2021|BS|IST|BIO 327
Fall 2021|BS|IST|HIS 120
Fall 2021|BS|IST|PHY 110
Fall 2021|BS|IST|PHY 143
Fall 2021|BS|IST|SEC 201
Fall 2021|BS|IST|SEC 320
Fall 2021|BS|IST|WGS 167
Fall 2021|BS|MTH|CHM 332
Fall 2021|BS|MTH|CSC 275
Fall 2021|BS|MTH|CSC 335
Fall 2021|BS|MTH|ECN 360
Fall 2021|BS|MTH|ENG 156
Fall 2021|BS|MTH|MTH 328
Fall 2021|BS|MTH|MTH 357
Fall 2021|BS|MTH|MTH 372
Fall 2021|BS|MTH|MTH 402
Fall 2021|BS|MTH|PHL 162
Fall 2021|BS|MTH|PHY 245
Fall 2021|BS|MTH|PHY 343
Fall 2021|BS|MTH|PSY 315
Fall 2021|BS|MTH|PSY 316
Fall 2021|BS|MTHT|MTH 357
Fall 2021|BS|MTHT|MTH 402
Fall 2021|BS|MTHT|SEC 330
Fall 2021|BS|MTHT|SEC 341
Fall 2021|BS|MTP|BIO 167
Fall 2021|BS|MTP|BIO 326
Fall 2021|BS|MTP|BIO 467
Fall 2021|BS|MTP|CHM 332
Fall 2021|BS|MTP|CHM 333
Fall 2021|BS|MTP|CHM 350
Fall 2021|BS|MTP|HCR 101
Fall 2021|BS|MTP|HCR 201
Fall 2021|BS|MTP|HCR 362
Fall 2021|BS|PHS|AGE 350
Fall 2021|BS|PHS|CHM 330
Fall 2021|BS|PHS|HCR 201
Fall 2021|BS|PHS|HCR 203
Fall 2021|BS|PHS|HCR 204
Fall 2021|BS|PHS|HCR 305
Fall 2021|BS|PHS|HCR 362
Fall 2021|BS|PHS|HCR 364
Fall 2021|BS|PHS|HCR 368
Fall 2021|BS|PHS|HCR 377
Fall 2021|BS|PHS|HCR 379
Fall 2021|BS|PHS|HCR 380
Fall 2021|BS|PHS|HCR 487
Fall 2021|BS|PHS|HON 251
Fall 2021|BS|PHS|HON 393
Fall 2021|BS|PHS|MTH 121
Fall 2021|BS|PHS|NUR 361
Fall 2021|BS|PHS|PHS 315
Fall 2021|BS|PHS|PHS 331
Fall 2021|BS|PHS|PHS 347
Fall 2021|BS|PHS|PHS 420
Fall 2021|BS|PHS|PHS 490
Fall 2021|BS|PHS|PSY 309
Fall 2021|BS|PHS|PSY 336
Fall 2021|BS|PHS|SWR 338
Fall 2021|BS|PHS|THE 100
Fall 2021|BS|PHY|CSC 267
Fall 2021|BS|PHY|CSC 276
Fall 2021|BS|PHY|EGR 353
Fall 2021|BS|PHY|MTH 222
Fall 2021|BS|PHY|MTH 303
Fall 2021|BS|PHY|MTH 357
Fall 2021|BS|PHY|PHY 343
Fall 2021|BS|PHY|PHY 344
Fall 2021|BS|PSY|AFA 130
Fall 2021|BS|PSY|AFA 203
Fall 2021|BS|PSY|AFA 204
Fall 2021|BS|PSY|AFA 335
Fall 2021|BS|PSY|AGE 350
Fall 2021|BS|PSY|ANT 100
Fall 2021|BS|PSY|ARH 110
Fall 2021|BS|PSY|ARH 111
Fall 2021|BS|PSY|ARH 215
Fall 2021|BS|PSY|ART 120
Fall 2021|BS|PSY|ART 141
Fall 2021|BS|PSY|ART 142
Fall 2021|BS|PSY|ART 1XX
Fall 2021|BS|PSY|ART 232
Fall 2021|BS|PSY|ART 307
Fall 2021|BS|PSY|ART 335
Fall 2021|BS|PSY|ASL 111
Fall 2021|BS|PSY|ASL 112
Fall 2021|BS|PSY|AST 120
Fall 2021|BS|PSY|BIO 111
Fall 2021|BS|PSY|BIO 113
Fall 2021|BS|PSY|BIO 135
Fall 2021|BS|PSY|BIO 167
Fall 2021|BS|PSY|BIO 168
Fall 2021|BS|PSY|BIO 301
Fall 2021|BS|PSY|BIO 326
Fall 2021|BS|PSY|BIO 327
Fall 2021|BS|PSY|BIO 405
Fall 2021|BS|PSY|BIO 406
Fall 2021|BS|PSY|BUS 110
Fall 2021|BS|PSY|BUS 115
Fall 2021|BS|PSY|BUS 250
Fall 2021|BS|PSY|CDR 330
Fall 2021|BS|PSY|CDR 432
Fall 2021|BS|PSY|CHM 135
Fall 2021|BS|PSY|CHM 140
Fall 2021|BS|PSY|CHM 150
Fall 2021|BS|PSY|CHM 151
Fall 2021|BS|PSY|CHM 252
Fall 2021|BS|PSY|CHM 253
Fall 2021|BS|PSY|CHM 261
Fall 2021|BS|PSY|CHM 262
Fall 2021|BS|PSY|CHM 263
Fall 2021|BS|PSY|CHM 331
Fall 2021|BS|PSY|CHM 468
Fall 2021|BS|PSY|CHN 109
Fall 2021|BS|PSY|CHN 111
Fall 2021|BS|PSY|CIS 128
Fall 2021|BS|PSY|CIS 263
Fall 2021|BS|PSY|COM 170
Fall 2021|BS|PSY|COM 200
Fall 2021|BS|PSY|COM 210
Fall 2021|BS|PSY|COM 226
Fall 2021|BS|PSY|COM 241
